"id","alumno_id","curso_id","periodo","vez_cursado","nota_pc1","nota_parcial","nota_pc2","promedio_proyectado","asistencia_porcentaje","estado"
"2097","450","24","2025-II","1","10.45","12.43",,"11.44","77","MATRICULADO"
"2098","451","10","2025-II","1","13.54","14.12",,"13.83","81","MATRICULADO"
"2099","451","5","2025-II","1","9.58","10.26",,"9.92","87","MATRICULADO"
"2100","451","4","2025-II","1","13.38","12.55",,"12.97","87","MATRICULADO"
"2101","451","22","2025-II","1","11.4","12.81",,"12.11","81","MATRICULADO"
"2102","451","25","2025-II","1","12.93","13.7",,"13.32","81","MATRICULADO"
"2103","452","18","2025-II","2","8.75","12.03",,"10.39","73","MATRICULADO"
"2104","452","22","2025-II","1","10.8","8.61",,"9.71","77","MATRICULADO"
"2105","452","16","2025-II","1","11.53","8.74",,"10.14","74","MATRICULADO"
"2106","452","27","2025-II","1","10.66","12.52",,"11.59","77","MATRICULADO"
"2107","452","7","2025-II","2","10.3","12.26",,"11.28","76","MATRICULADO"
"2108","453","5","2025-II","2","14.14","11.44",,"12.79","81","MATRICULADO"
"2109","453","19","2025-II","1","13.17","11.86",,"12.52","81","MATRICULADO"
"2110","453","11","2025-II","1","13.39","13.28",,"13.34","84","MATRICULADO"
"2111","453","28","2025-II","1","12.75","13.07",,"12.91","86","MATRICULADO"
"2112","453","27","2025-II","1","12.94","13.06",,"13","84","MATRICULADO"
"2113","453","10","2025-II","1","10.42","10.43",,"10.43","83","MATRICULADO"
"2114","454","28","2025-II","1","9.82","12.04",,"10.93","83","MATRICULADO"
"2115","454","7","2025-II","2","12.4","13.27",,"12.84","80","MATRICULADO"
"2116","454","26","2025-II","1","13","9.6",,"11.3","80","MATRICULADO"
"2117","454","27","2025-II","1","13.74","9.63",,"11.69","85","MATRICULADO"
"2118","455","26","2025-II","1","9.49","8.62",,"9.06","62","MATRICULADO"
"2119","455","22","2025-II","1","8.02","8.36",,"8.19","58","MATRICULADO"
"2120","455","2","2025-II","2","9.22","9.51",,"9.37","62","MATRICULADO"
"2121","455","13","2025-II","1","9.65","7.87",,"8.76","63","MATRICULADO"
"2122","455","28","2025-II","2","7.5","8.75",,"8.13","55","MATRICULADO"
"2123","456","18","2025-II","1","12.5","10.39",,"11.45","74","MATRICULADO"
"2124","456","9","2025-II","2","10.62","13.07",,"11.85","72","MATRICULADO"
"2125","456","21","2025-II","1","12.37","10.9",,"11.64","70","MATRICULADO"
"2126","456","27","2025-II","1","13.06","12.9",,"12.98","76","MATRICULADO"
"2127","456","20","2025-II","1","11.67","11.02",,"11.35","76","MATRICULADO"
"2128","457","14","2025-II","1","12.53","12.57",,"12.55","82","MATRICULADO"
"2129","457","13","2025-II","1","12.96","10.84",,"11.9","82","MATRICULADO"
"2130","457","15","2025-II","1","12.38","11.45",,"11.92","82","MATRICULADO"
"2131","457","27","2025-II","2","10.55","9.74",,"10.15","86","MATRICULADO"
"2132","457","25","2025-II","1","11.28","14.4",,"12.84","88","MATRICULADO"
"2133","458","4","2025-II","2","12.95","9.89",,"11.42","77","MATRICULADO"
"2134","458","22","2025-II","1","10.01","10.15",,"10.08","77","MATRICULADO"
"2135","458","20","2025-II","1","10.51","8.99",,"9.75","72","MATRICULADO"
"2136","458","5","2025-II","1","13.36","9.53",,"11.45","71","MATRICULADO"
"2137","458","27","2025-II","1","8.78","9.24",,"9.01","75","MATRICULADO"
"2138","458","12","2025-II","1","12.49","12.21",,"12.35","73","MATRICULADO"
"2139","459","27","2025-II","2","12.62","13.79",,"13.21","84","MATRICULADO"
"2140","459","14","2025-II","1","12.52","11.36",,"11.94","80","MATRICULADO"
"2141","459","4","2025-II","1","10.97","13.7",,"12.34","83","MATRICULADO"
"2142","459","3","2025-II","1","10.4","11.63",,"11.02","85","MATRICULADO"
"2143","459","19","2025-II","1","13.27","10.13",,"11.7","83","MATRICULADO"
"2144","460","10","2025-II","1","13.41","10.52",,"11.97","86","MATRICULADO"
"2145","460","22","2025-II","1","12.57","13.18",,"12.88","88","MATRICULADO"
"2146","460","27","2025-II","1","12.16","13.6",,"12.88","85","MATRICULADO"
"2147","460","2","2025-II","1","13.31","11.72",,"12.52","89","MATRICULADO"
"2148","461","11","2025-II","2","11.73","12.48",,"12.11","70","MATRICULADO"
"2149","461","23","2025-II","1","10.62","9.45",,"10.04","76","MATRICULADO"
"2150","461","2","2025-II","1","9.3","9.41",,"9.36","74","MATRICULADO"
"2151","462","23","2025-II","1","11.61","14.4",,"13.01","86","MATRICULADO"
"2152","462","7","2025-II","1","13.98","11.97",,"12.98","87","MATRICULADO"
"2153","462","12","2025-II","1","12.71","13.78",,"13.25","83","MATRICULADO"
"2154","462","1","2025-II","1","13.89","10.76",,"12.33","86","MATRICULADO"
"2155","463","13","2025-II","1","7.88","5.69",,"6.79","62","MATRICULADO"
"2156","463","20","2025-II","2","10.42","7.85",,"9.14","58","MATRICULADO"
"2157","463","16","2025-II","1","7.31","7.81",,"7.56","57","MATRICULADO"
"2158","463","21","2025-II","1","10.15","7",,"8.58","62","MATRICULADO"
"2159","463","19","2025-II","2","7.17","7.56",,"7.37","55","MATRICULADO"
"2160","464","21","2025-II","2","9.21","11.05",,"10.13","71","MATRICULADO"
"2161","464","3","2025-II","2","9.88","8.7",,"9.29","73","MATRICULADO"
"2162","464","15","2025-II","1","9.98","10.44",,"10.21","70","MATRICULADO"
"2163","464","11","2025-II","1","11.03","13.33",,"12.18","73","MATRICULADO"
"2164","465","22","2025-II","1","13.23","12",,"12.62","82","MATRICULADO"
"2165","465","23","2025-II","1","12.46","11.39",,"11.93","81","MATRICULADO"
"2166","465","12","2025-II","1","12.95","9.84",,"11.4","82","MATRICULADO"
"2167","465","4","2025-II","1","14.28","10.32",,"12.3","89","MATRICULADO"
"2168","465","8","2025-II","1","12.3","11.43",,"11.87","82","MATRICULADO"
"2169","466","3","2025-II","1","10.44","9.22",,"9.83","75","MATRICULADO"
"2170","466","10","2025-II","2","9.57","13.14",,"11.36","79","MATRICULADO"
"2171","466","6","2025-II","1","10.43","13.23",,"11.83","75","MATRICULADO"
"2172","466","28","2025-II","1","10.92","11.14",,"11.03","71","MATRICULADO"
"2173","467","7","2025-II","1","9.14","10.3",,"9.72","74","MATRICULADO"
"2174","467","1","2025-II","1","9.81","12",,"10.91","77","MATRICULADO"
"2175","467","14","2025-II","1","8.93","10.93",,"9.93","71","MATRICULADO"
"2176","467","12","2025-II","1","10.06","8.73",,"9.4","72","MATRICULADO"
"2177","468","15","2025-II","2","8.58","7.93",,"8.26","60","MATRICULADO"
"2178","468","13","2025-II","1","7.82","5.64",,"6.73","62","MATRICULADO"
"2179","468","18","2025-II","1","7.19","6.41",,"6.8","63","MATRICULADO"
"2180","468","26","2025-II","1","7.02","5.97",,"6.5","60","MATRICULADO"
"2181","468","25","2025-II","1","8.61","9.97",,"9.29","61","MATRICULADO"
"2182","469","19","2025-II","1","10.68","11.85",,"11.27","86","MATRICULADO"
"2183","469","22","2025-II","1","11.15","13.87",,"12.51","83","MATRICULADO"
"2184","469","8","2025-II","1","10.76","12.61",,"11.69","83","MATRICULADO"
"2185","469","26","2025-II","1","13.03","9.84",,"11.44","82","MATRICULADO"
"2186","470","10","2025-II","1","11.98","9.74",,"10.86","71","MATRICULADO"
"2187","470","1","2025-II","1","9.13","12.12",,"10.63","72","MATRICULADO"
"2188","470","11","2025-II","1","13.34","10.42",,"11.88","70","MATRICULADO"
"2189","470","27","2025-II","1","10.33","13.1",,"11.72","75","MATRICULADO"
"2190","471","22","2025-II","1","12.55","9.54",,"11.05","76","MATRICULADO"
"2191","471","13","2025-II","1","10.08","11.58",,"10.83","71","MATRICULADO"
"2192","471","23","2025-II","1","12.43","8.54",,"10.49","76","MATRICULADO"
"2193","471","11","2025-II","1","9.27","9.47",,"9.37","75","MATRICULADO"
"2194","472","22","2025-II","2","10.39","10.81",,"10.6","71","MATRICULADO"
"2195","472","15","2025-II","2","11.17","11.66",,"11.42","75","MATRICULADO"
"2196","472","25","2025-II","1","9.81","13.25",,"11.53","79","MATRICULADO"
"2197","472","28","2025-II","1","8.52","8.78",,"8.65","72","MATRICULADO"
"2198","472","6","2025-II","2","13.48","11.75",,"12.62","72","MATRICULADO"
"2199","472","11","2025-II","2","10.01","9.75",,"9.88","73","MATRICULADO"
"2200","473","5","2025-II","1","17.32","15.27",,"16.3","94","MATRICULADO"
"2201","473","9","2025-II","1","14.27","17.63",,"15.95","96","MATRICULADO"
"2202","473","24","2025-II","1","14.56","16.17",,"15.37","90","MATRICULADO"
"2203","473","17","2025-II","1","17.7","15.64",,"16.67","96","MATRICULADO"
"2204","473","23","2025-II","1","14.36","15.72",,"15.04","97","MATRICULADO"
"2205","474","28","2025-II","2","12.1","11.02",,"11.56","89","MATRICULADO"
"2206","474","26","2025-II","1","11.31","14.35",,"12.83","87","MATRICULADO"
"2207","474","8","2025-II","1","14.49","11.16",,"12.83","86","MATRICULADO"
"2208","474","10","2025-II","1","10.77","11.14",,"10.96","88","MATRICULADO"
"2209","475","3","2025-II","1","16.18","15.31",,"15.75","91","MATRICULADO"
"2210","475","26","2025-II","1","18.13","18.11",,"18.12","98","MATRICULADO"
"2211","475","11","2025-II","1","15.75","13.94",,"14.85","90","MATRICULADO"
"2212","475","5","2025-II","1","16.18","14.52",,"15.35","94","MATRICULADO"
"2213","476","14","2025-II","1","7.42","8.99",,"8.21","58","MATRICULADO"
"2214","476","17","2025-II","1","10.27","8.44",,"9.36","55","MATRICULADO"
"2215","476","18","2025-II","1","8.53","5.65",,"7.09","58","MATRICULADO"
"2216","476","16","2025-II","1","10.19","10.09",,"10.14","62","MATRICULADO"
"2217","476","4","2025-II","1","8.66","6.28",,"7.47","63","MATRICULADO"
"2218","476","27","2025-II","2","7.39","5.69",,"6.54","55","MATRICULADO"
"2219","477","7","2025-II","1","12.11","12.31",,"12.21","76","MATRICULADO"
"2220","477","26","2025-II","1","10.31","13.33",,"11.82","77","MATRICULADO"
"2221","477","23","2025-II","1","11.34","10.79",,"11.07","75","MATRICULADO"
"2222","477","15","2025-II","1","13.03","12.67",,"12.85","74","MATRICULADO"
"2223","477","22","2025-II","1","12.63","12.9",,"12.77","79","MATRICULADO"
"2224","478","18","2025-II","1","9.69","5.67",,"7.68","61","MATRICULADO"
"2225","478","5","2025-II","1","7.35","7.96",,"7.66","58","MATRICULADO"
"2226","478","8","2025-II","1","8.39","9.49",,"8.94","57","MATRICULADO"
"2227","478","26","2025-II","1","8.85","7.58",,"8.22","55","MATRICULADO"
"2228","478","4","2025-II","1","8.89","10.45",,"9.67","64","MATRICULADO"
"2229","478","17","2025-II","2","10.16","5.55",,"7.86","57","MATRICULADO"
"2230","479","28","2025-II","1","13.98","16.17",,"15.08","93","MATRICULADO"
"2231","479","9","2025-II","1","15.52","13.96",,"14.74","92","MATRICULADO"
"2232","479","27","2025-II","1","18.3","18.46",,"18.38","90","MATRICULADO"
"2233","479","12","2025-II","1","17.87","14",,"15.94","98","MATRICULADO"
"2234","479","3","2025-II","1","17.91","13.98",,"15.95","98","MATRICULADO"
"2235","480","9","2025-II","1","10.28","14.08",,"12.18","81","MATRICULADO"
"2236","480","22","2025-II","1","12.9","12.37",,"12.64","88","MATRICULADO"
"2237","480","13","2025-II","1","12.08","10.72",,"11.4","86","MATRICULADO"
"2238","480","18","2025-II","1","12.94","10",,"11.47","84","MATRICULADO"
"2239","480","25","2025-II","1","14.11","10.83",,"12.47","85","MATRICULADO"
"2240","481","5","2025-II","1","15.39","15.79",,"15.59","91","MATRICULADO"
"2241","481","12","2025-II","1","16.17","15.88",,"16.03","97","MATRICULADO"
"2242","481","24","2025-II","1","17.83","17.7",,"17.77","96","MATRICULADO"
"2243","481","14","2025-II","1","16.62","16.84",,"16.73","94","MATRICULADO"
"2244","482","12","2025-II","1","16.34","16.3",,"16.32","90","MATRICULADO"
"2245","482","23","2025-II","1","17.06","14.32",,"15.69","96","MATRICULADO"
"2246","482","26","2025-II","1","16.18","18.17",,"17.18","90","MATRICULADO"
"2247","482","14","2025-II","1","14.94","18.32",,"16.63","99","MATRICULADO"
"2248","482","25","2025-II","1","15.86","17.32",,"16.59","94","MATRICULADO"
"2249","482","21","2025-II","1","15.58","18.04",,"16.81","92","MATRICULADO"
"2250","483","21","2025-II","1","10.41","9.91",,"10.16","88","MATRICULADO"
"2251","483","2","2025-II","1","12.41","12.68",,"12.55","84","MATRICULADO"
"2252","483","8","2025-II","2","11.06","11.99",,"11.53","85","MATRICULADO"
"2253","483","23","2025-II","1","11.84","9.7",,"10.77","87","MATRICULADO"
"2254","484","9","2025-II","1","14.42","13.59",,"14.01","95","MATRICULADO"
"2255","484","18","2025-II","1","16.19","17.49",,"16.84","93","MATRICULADO"
"2256","484","15","2025-II","1","15.62","16.4",,"16.01","96","MATRICULADO"
"2257","484","12","2025-II","1","13.97","14.94",,"14.46","91","MATRICULADO"
"2258","484","26","2025-II","1","14.05","17.53",,"15.79","96","MATRICULADO"
"2259","485","13","2025-II","1","17.68","17.85",,"17.77","98","MATRICULADO"
"2260","485","17","2025-II","1","15.59","15.14",,"15.37","93","MATRICULADO"
"2261","485","27","2025-II","1","16.75","15.3",,"16.03","98","MATRICULADO"
"2262","485","5","2025-II","1","14.46","16.12",,"15.29","90","MATRICULADO"
"2263","486","8","2025-II","2","10.71","8.79",,"9.75","79","MATRICULADO"
"2264","486","18","2025-II","1","11.94","10.84",,"11.39","72","MATRICULADO"
"2265","486","28","2025-II","2","11.08","9.99",,"10.54","79","MATRICULADO"
"2266","486","23","2025-II","1","11.68","11.24",,"11.46","78","MATRICULADO"
"2267","486","15","2025-II","2","12.69","13.32",,"13.01","73","MATRICULADO"
"2268","487","26","2025-II","1","10.88","10.82",,"10.85","78","MATRICULADO"
"2269","487","2","2025-II","1","12.19","13.3",,"12.75","75","MATRICULADO"
"2270","487","14","2025-II","1","12.75","10.89",,"11.82","78","MATRICULADO"
"2271","487","22","2025-II","1","8.51","9.78",,"9.15","72","MATRICULADO"
"2272","488","5","2025-II","1","12.15","13.75",,"12.95","86","MATRICULADO"
"2273","488","21","2025-II","1","12.42","12.62",,"12.52","83","MATRICULADO"
"2274","488","27","2025-II","1","11.2","13.47",,"12.34","89","MATRICULADO"
"2275","488","11","2025-II","1","13.35","14.16",,"13.76","83","MATRICULADO"
"2276","489","6","2025-II","1","9.09","8.83",,"8.96","56","MATRICULADO"
"2277","489","25","2025-II","1","8.63","10.09",,"9.36","62","MATRICULADO"
"2278","489","23","2025-II","3","9.1","7.24",,"8.17","60","MATRICULADO"
"2279","489","24","2025-II","1","10.06","8.73",,"9.4","59","MATRICULADO"
"2280","490","10","2025-II","1","18.04","16.31",,"17.18","90","MATRICULADO"
"2281","490","21","2025-II","1","15.87","14.16",,"15.02","92","MATRICULADO"
"2282","490","23","2025-II","1","14.66","17.48",,"16.07","92","MATRICULADO"
"2283","490","1","2025-II","1","14.95","15.34",,"15.15","99","MATRICULADO"
"2284","491","21","2025-II","2","8.84","9.28",,"9.06","75","MATRICULADO"
"2285","491","12","2025-II","1","12.02","10.13",,"11.08","75","MATRICULADO"
"2286","491","18","2025-II","1","12.34","9.87",,"11.11","70","MATRICULADO"
"2287","491","14","2025-II","1","11.71","11.33",,"11.52","79","MATRICULADO"
"2288","491","23","2025-II","1","10.41","12.56",,"11.49","79","MATRICULADO"
"2289","492","12","2025-II","1","11.96","10",,"10.98","74","MATRICULADO"
"2290","492","7","2025-II","1","12.9","11.67",,"12.29","75","MATRICULADO"
"2291","492","22","2025-II","2","12.01","13.14",,"12.58","75","MATRICULADO"
"2292","492","25","2025-II","1","9.1","10.34",,"9.72","74","MATRICULADO"
"2293","492","9","2025-II","2","10.01","10.5",,"10.26","70","MATRICULADO"
"2294","492","8","2025-II","2","9.75","9.72",,"9.74","74","MATRICULADO"
"2295","493","15","2025-II","1","8.77","9.23",,"9","62","MATRICULADO"
"2296","493","18","2025-II","1","5.91","9.69",,"7.8","64","MATRICULADO"
"2297","493","5","2025-II","2","8.72","10.14",,"9.43","62","MATRICULADO"
"2298","493","22","2025-II","1","6.32","7.19",,"6.76","57","MATRICULADO"
"2299","494","26","2025-II","1","6.9","9.35",,"8.13","55","MATRICULADO"
"2300","494","21","2025-II","1","8.1","6.99",,"7.55","64","MATRICULADO"
"2301","494","10","2025-II","1","6.36","7.59",,"6.98","60","MATRICULADO"
"2302","494","18","2025-II","3","5.94","6.99",,"6.47","57","MATRICULADO"
"2303","495","5","2025-II","2","11.45","13.1",,"12.28","78","MATRICULADO"
"2304","495","12","2025-II","1","10.54","10.83",,"10.69","71","MATRICULADO"
"2305","495","16","2025-II","1","13.09","8.86",,"10.98","76","MATRICULADO"
"2306","495","23","2025-II","1","12.55","10",,"11.28","70","MATRICULADO"
"2307","496","13","2025-II","1","10.08","11.95",,"11.02","81","MATRICULADO"
"2308","496","2","2025-II","1","11.17","14.49",,"12.83","89","MATRICULADO"
"2309","496","27","2025-II","1","9.62","13.49",,"11.56","89","MATRICULADO"
"2310","496","7","2025-II","1","9.57","9.83",,"9.7","82","MATRICULADO"
"2311","496","8","2025-II","1","10.74","11.67",,"11.21","84","MATRICULADO"
"2312","497","3","2025-II","1","12.46","9.83",,"11.15","85","MATRICULADO"
"2313","497","17","2025-II","1","11.17","9.66",,"10.42","81","MATRICULADO"
"2314","497","20","2025-II","2","9.56","14.47",,"12.02","89","MATRICULADO"
"2315","497","19","2025-II","1","13.98","13.15",,"13.57","89","MATRICULADO"
"2316","497","18","2025-II","1","9.72","12.98",,"11.35","83","MATRICULADO"
"2317","498","15","2025-II","1","18.41","15.15",,"16.78","97","MATRICULADO"
"2318","498","16","2025-II","1","16.42","14.98",,"15.7","97","MATRICULADO"
"2319","498","22","2025-II","1","16.87","13.71",,"15.29","91","MATRICULADO"
"2320","498","24","2025-II","1","16.65","16.6",,"16.63","92","MATRICULADO"
"2321","499","2","2025-II","1","9.54","8.72",,"9.13","75","MATRICULADO"
"2322","499","24","2025-II","1","12.8","12.71",,"12.76","76","MATRICULADO"
"2323","499","18","2025-II","1","10.2","13.33",,"11.77","78","MATRICULADO"
"2324","499","5","2025-II","1","10.92","9.64",,"10.28","76","MATRICULADO"
"2325","499","22","2025-II","1","11.23","10.58",,"10.91","74","MATRICULADO"
"2326","499","28","2025-II","1","8.81","10.97",,"9.89","72","MATRICULADO"
"2327","500","16","2025-II","1","16.07","17.85",,"16.96","98","MATRICULADO"
"2328","500","13","2025-II","1","17.75","17.88",,"17.82","98","MATRICULADO"
"2329","500","15","2025-II","1","13.85","17.6",,"15.73","98","MATRICULADO"
"2330","500","28","2025-II","1","14.4","13.51",,"13.96","94","MATRICULADO"
"2331","500","10","2025-II","1","15.23","16.88",,"16.06","93","MATRICULADO"
"2332","500","19","2025-II","1","14.92","15.71",,"15.32","93","MATRICULADO"
"2333","501","3","2025-II","1","17.22","15.53",,"16.38","97","MATRICULADO"
"2334","501","22","2025-II","1","16.04","14.5",,"15.27","94","MATRICULADO"
"2335","501","11","2025-II","1","16.74","13.92",,"15.33","94","MATRICULADO"
"2336","501","4","2025-II","1","14.29","15.7",,"15","97","MATRICULADO"
"2337","502","2","2025-II","1","12.84","9.63",,"11.24","81","MATRICULADO"
"2338","502","17","2025-II","1","13.01","9.76",,"11.39","81","MATRICULADO"
"2339","502","18","2025-II","1","11.43","14.38",,"12.91","87","MATRICULADO"
"2340","502","19","2025-II","1","13.98","14.22",,"14.1","80","MATRICULADO"
"2341","502","9","2025-II","1","12.22","10.59",,"11.41","84","MATRICULADO"
"2342","503","4","2025-II","3","5.92","6.58",,"6.25","63","MATRICULADO"
"2343","503","14","2025-II","1","7.75","9.44",,"8.6","60","MATRICULADO"
"2344","503","17","2025-II","3","9.19","8.29",,"8.74","60","MATRICULADO"
"2345","503","6","2025-II","2","8.04","9.99",,"9.02","64","MATRICULADO"
"2346","504","24","2025-II","1","14.85","17.89",,"16.37","95","MATRICULADO"
"2347","504","9","2025-II","1","16.95","16.4",,"16.68","98","MATRICULADO"
"2348","504","12","2025-II","1","16.38","16.69",,"16.54","94","MATRICULADO"
"2349","504","11","2025-II","1","16.33","16.82",,"16.58","96","MATRICULADO"
"2350","504","3","2025-II","1","16.79","18.42",,"17.61","99","MATRICULADO"
"2351","505","24","2025-II","2","9.58","11.64",,"10.61","74","MATRICULADO"
"2352","505","17","2025-II","1","11.59","11.75",,"11.67","73","MATRICULADO"
"2353","505","1","2025-II","1","11.75","10.55",,"11.15","71","MATRICULADO"
"2354","505","9","2025-II","2","12.51","11.53",,"12.02","76","MATRICULADO"
"2355","506","17","2025-II","1","15.16","17.77",,"16.47","92","MATRICULADO"
"2356","506","23","2025-II","1","14.7","17.3",,"16","90","MATRICULADO"
"2357","506","4","2025-II","1","15.21","15.31",,"15.26","97","MATRICULADO"
"2358","506","24","2025-II","1","17.71","16.95",,"17.33","99","MATRICULADO"
"2359","507","19","2025-II","1","11.57","9.05",,"10.31","77","MATRICULADO"
"2360","507","6","2025-II","1","12.53","10.43",,"11.48","75","MATRICULADO"
"2361","507","12","2025-II","1","8.94","8.87",,"8.91","71","MATRICULADO"
"2362","507","9","2025-II","1","9.68","10.89",,"10.29","76","MATRICULADO"
"2363","508","17","2025-II","1","8.4","7.7",,"8.05","59","MATRICULADO"
"2364","508","1","2025-II","3","8.47","8.98",,"8.73","62","MATRICULADO"
"2365","508","12","2025-II","1","6.67","6.85",,"6.76","61","MATRICULADO"
"2366","508","13","2025-II","2","10.49","6.15",,"8.32","61","MATRICULADO"
"2367","509","24","2025-II","1","17.92","18.13",,"18.03","99","MATRICULADO"
"2368","509","4","2025-II","1","16.67","17.65",,"17.16","92","MATRICULADO"
"2369","509","21","2025-II","1","18.19","15.95",,"17.07","96","MATRICULADO"
"2370","509","20","2025-II","1","16.42","17.66",,"17.04","94","MATRICULADO"
"2371","510","28","2025-II","3","9.01","7.13",,"8.07","60","MATRICULADO"
"2372","510","18","2025-II","1","10.46","9.75",,"10.11","57","MATRICULADO"
"2373","510","24","2025-II","1","8.95","5.76",,"7.36","56","MATRICULADO"
"2374","510","22","2025-II","1","6.7","7.97",,"7.34","62","MATRICULADO"
"2375","510","8","2025-II","2","6.48","8.38",,"7.43","57","MATRICULADO"
"2376","510","21","2025-II","1","6.81","6.21",,"6.51","64","MATRICULADO"
"2377","511","4","2025-II","1","15.18","14.87",,"15.03","93","MATRICULADO"
"2378","511","28","2025-II","1","17.9","15.61",,"16.76","94","MATRICULADO"
"2379","511","3","2025-II","1","13.61","17.75",,"15.68","91","MATRICULADO"
"2380","511","10","2025-II","1","14.58","13.65",,"14.12","94","MATRICULADO"
"2381","511","12","2025-II","1","16.1","15.45",,"15.78","93","MATRICULADO"
"2382","512","9","2025-II","1","13.23","14.05",,"13.64","83","MATRICULADO"
"2383","512","24","2025-II","1","12.5","11.24",,"11.87","89","MATRICULADO"
"2384","512","19","2025-II","1","11.33","11.64",,"11.49","80","MATRICULADO"
"2385","512","26","2025-II","1","11.53","13.26",,"12.4","85","MATRICULADO"
"2386","512","14","2025-II","1","10.35","12.99",,"11.67","89","MATRICULADO"
"2387","512","23","2025-II","2","9.54","13.43",,"11.49","89","MATRICULADO"
"2388","513","24","2025-II","2","14.19","11.47",,"12.83","81","MATRICULADO"
"2389","513","17","2025-II","1","14.32","10.23",,"12.28","88","MATRICULADO"
"2390","513","22","2025-II","1","11.61","9.82",,"10.72","80","MATRICULADO"
"2391","513","2","2025-II","1","12.56","12.38",,"12.47","80","MATRICULADO"
"2392","513","15","2025-II","1","12.12","11.44",,"11.78","83","MATRICULADO"
"2393","513","19","2025-II","1","11.43","9.9",,"10.67","82","MATRICULADO"
"2394","514","22","2025-II","2","10.44","6.3",,"8.37","63","MATRICULADO"
"2395","514","20","2025-II","1","10.3","7.86",,"9.08","59","MATRICULADO"
"2396","514","28","2025-II","1","5.85","8.06",,"6.96","58","MATRICULADO"
"2397","514","7","2025-II","2","8.15","7.36",,"7.76","57","MATRICULADO"
"2398","514","10","2025-II","1","9.59","10.03",,"9.81","55","MATRICULADO"
"2399","515","11","2025-II","1","14.93","15.25",,"15.09","98","MATRICULADO"
"2400","515","13","2025-II","1","15.82","13.65",,"14.74","97","MATRICULADO"
"2401","515","20","2025-II","1","14.82","14.45",,"14.64","91","MATRICULADO"
"2402","515","7","2025-II","1","17.24","18.48",,"17.86","97","MATRICULADO"
"2403","515","8","2025-II","1","14.78","15.86",,"15.32","95","MATRICULADO"
"2404","516","25","2025-II","1","6.76","10.16",,"8.46","64","MATRICULADO"
"2405","516","21","2025-II","1","7.26","6.43",,"6.85","63","MATRICULADO"
"2406","516","24","2025-II","3","8.21","8.97",,"8.59","63","MATRICULADO"
"2407","516","4","2025-II","3","6.37","8.49",,"7.43","59","MATRICULADO"
"2408","517","26","2025-II","1","6.41","8.72",,"7.57","61","MATRICULADO"
"2409","517","13","2025-II","2","8.43","9.17",,"8.8","64","MATRICULADO"
"2410","517","10","2025-II","1","9.97","10.08",,"10.03","64","MATRICULADO"
"2411","517","22","2025-II","2","9.58","9.07",,"9.33","56","MATRICULADO"
"2412","518","3","2025-II","1","12.43","12.01",,"12.22","71","MATRICULADO"
"2413","518","19","2025-II","1","9.45","10.77",,"10.11","76","MATRICULADO"
"2414","518","4","2025-II","1","9.31","10.02",,"9.67","70","MATRICULADO"
"2415","518","7","2025-II","2","11.91","9.4",,"10.66","78","MATRICULADO"
"2416","518","21","2025-II","2","9.76","13.46",,"11.61","72","MATRICULADO"
"2417","519","16","2025-II","1","9.1","13.03",,"11.07","71","MATRICULADO"
"2418","519","5","2025-II","1","11.47","10.29",,"10.88","70","MATRICULADO"
"2419","519","27","2025-II","1","10.97","10.99",,"10.98","70","MATRICULADO"
"2420","519","15","2025-II","1","11.95","10.88",,"11.42","73","MATRICULADO"
"2421","520","8","2025-II","1","7.61","7.69",,"7.65","64","MATRICULADO"
"2422","520","9","2025-II","1","7.19","8.49",,"7.84","64","MATRICULADO"
"2423","520","3","2025-II","1","6.14","8.6",,"7.37","62","MATRICULADO"
"2424","520","21","2025-II","1","6.68","6.09",,"6.39","63","MATRICULADO"
"2425","520","2","2025-II","1","5.51","7.41",,"6.46","64","MATRICULADO"
"2426","521","6","2025-II","2","13.92","10.19",,"12.06","80","MATRICULADO"
"2427","521","23","2025-II","1","14.06","14.37",,"14.22","81","MATRICULADO"
"2428","521","22","2025-II","1","12.47","13.76",,"13.12","84","MATRICULADO"
"2429","521","24","2025-II","1","10.79","9.65",,"10.22","83","MATRICULADO"
"2430","522","15","2025-II","1","8.85","12.52",,"10.69","78","MATRICULADO"
"2431","522","19","2025-II","1","8.9","13.42",,"11.16","76","MATRICULADO"
"2432","522","13","2025-II","2","10.61","11.85",,"11.23","70","MATRICULADO"
"2433","522","12","2025-II","1","11.75","13.17",,"12.46","77","MATRICULADO"
"2434","522","23","2025-II","1","12.32","10.12",,"11.22","73","MATRICULADO"
"2435","523","10","2025-II","2","11.06","9.79",,"10.43","77","MATRICULADO"
"2436","523","1","2025-II","1","8.52","11.42",,"9.97","79","MATRICULADO"
"2437","523","23","2025-II","1","8.98","11.34",,"10.16","75","MATRICULADO"
"2438","523","2","2025-II","1","12.13","13.1",,"12.62","74","MATRICULADO"
"2439","523","9","2025-II","1","12.23","12.08",,"12.16","73","MATRICULADO"
"2440","524","19","2025-II","2","11.66","14.15",,"12.91","83","MATRICULADO"
"2441","524","28","2025-II","1","9.61","13.27",,"11.44","87","MATRICULADO"
"2442","524","7","2025-II","1","14.29","11.34",,"12.82","89","MATRICULADO"
"2443","524","21","2025-II","1","12.79","14.34",,"13.57","88","MATRICULADO"
"2444","524","13","2025-II","1","14.04","12.37",,"13.21","81","MATRICULADO"
